mjd	why	night_mjd	sequence
59932.10486111111	cadence	59932	XMM-LSS_g
59932.27777777778	cadence	59932	COSMOS_g
59933.07013888889	cadence	59933	ECDFS_g
59933.11944444444	cadence	59933	Euclid_g
59934.05625	cadence	59934	Elias_S1_g
59934.10555555556	cadence	59934	XMM-LSS_g
59934.27777777778	cadence	59934	COSMOS_g
59935.07013888889	cadence	59935	ECDFS_g
59935.11944444444	cadence	59935	Euclid_g
59936.05694444444	cadence	59936	Elias_S1_g
59936.10555555556	cadence	59936	XMM-LSS_g
59936.27777777778	cadence	59936	COSMOS_g
59937.07013888889	cadence	59937	ECDFS_g
59937.11944444444	cadence	59937	Euclid_g
59938.05763888889	cadence	59938	Elias_S1_g
59938.106944444444	cadence	59938	XMM-LSS_g
59938.27777777778	cadence	59938	COSMOS_g
59939.07013888889	cadence	59939	ECDFS_g
59939.11944444444	cadence	59939	Euclid_g
59940.058333333334	cadence	59940	Elias_S1_g
59940.10763888889	cadence	59940	XMM-LSS_g
59940.27777777778	cadence	59940	COSMOS_g
59941.1125	cadence	59941	ECDFS_g
59941.16180555556	cadence	59941	Euclid_g
59942.058333333334	cadence	59942	Elias_S1_g
59942.13263888889	pregap	59942	XMM-LSS_g
59942.28888888889	cadence	59942	COSMOS_g
59943.05902777778	pregap	59943	Elias_S1_g
59943.18402777778	cadence	59943	ECDFS_g
59943.23333333333	cadence	59943	Euclid_g
59944.05902777778	cadence	59944	XMM-LSS_g
59944.28888888889	cadence	59944	COSMOS_g
59945.05902777778	cadence	59945	Elias_S1_g
59945.10833333333	pregap	59945	Euclid_g
59945.22638888889	pregap	59945	ECDFS_g
59946.05902777778	cadence	59946	XMM-LSS_g
59946.28888888889	cadence	59946	COSMOS_g
59947.05902777778	cadence	59947	Elias_S1_g
59947.10833333333	cadence	59947	ECDFS_g
59947.15694444445	cadence	59947	Euclid_g
59947.28888888889	pregap	59947	COSMOS_g
59948.05902777778	cadence	59948	XMM-LSS_g
59949.05902777778	cadence	59949	Elias_S1_g
59949.10833333333	cadence	59949	ECDFS_g
59949.15694444445	cadence	59949	Euclid_g
59949.28888888889	cadence	59949	COSMOS_g
59950.05902777778	cadence	59950	XMM-LSS_g
59951.05902777778	cadence	59951	Elias_S1_g
59951.10833333333	cadence	59951	ECDFS_g
59951.15694444445	cadence	59951	Euclid_g
59951.28888888889	cadence	59951	COSMOS_g
59952.05902777778	cadence	59952	XMM-LSS_g
59953.05902777778	cadence	59953	Elias_S1_g
59953.10833333333	cadence	59953	ECDFS_g
59953.15694444445	cadence	59953	Euclid_g
59953.28888888889	cadence	59953	COSMOS_g
59954.058333333334	postgap	59954	ECDFS_g
59954.10763888889	cadence	59954	XMM-LSS_g
59955.058333333334	postgap	59955	Elias_S1_g
59955.10763888889	cadence	59955	Euclid_g
59955.27777777778	cadence	59955	COSMOS_g
59956.058333333334	cadence	59956	ECDFS_g
59956.10763888889	cadence	59956	XMM-LSS_g
59957.058333333334	cadence	59957	Elias_S1_g
59957.10763888889	cadence	59957	Euclid_g
59957.27638888889	cadence	59957	COSMOS_g
59958.05763888889	cadence	59958	ECDFS_g
59958.12708333333	postgap	59958	COSMOS_g
59959.05763888889	cadence	59959	Elias_S1_g
59959.106944444444	postgap	59959	XMM-LSS_g
59959.15625	cadence	59959	Euclid_g
59960.05763888889	cadence	59960	ECDFS_g
59960.19513888889	cadence	59960	COSMOS_g
59961.05694444444	cadence	59961	Elias_S1_g
59961.10555555556	cadence	59961	XMM-LSS_g
59961.154861111114	postgap	59961	Euclid_g
59962.05694444444	cadence	59962	ECDFS_g
59962.25763888889	cadence	59962	COSMOS_g
59963.05625	cadence	59963	Elias_S1_g
59963.10555555556	cadence	59963	Euclid_g
59964.05625	cadence	59964	ECDFS_g
59964.25763888889	cadence	59964	COSMOS_g
59965.055555555555	cadence	59965	Elias_S1_g
59965.10486111111	cadence	59965	Euclid_g
59966.05486111111	cadence	59966	ECDFS_g
59966.25763888889	cadence	59966	COSMOS_g
59967.05486111111	cadence	59967	Elias_S1_g
59967.103472222225	cadence	59967	Euclid_g
59968.05416666667	cadence	59968	ECDFS_g
59968.24652777778	cadence	59968	COSMOS_g
59969.05347222222	cadence	59969	Elias_S1_g
59969.10277777778	cadence	59969	Euclid_g
59970.05347222222	cadence	59970	ECDFS_g
59970.24513888889	cadence	59970	COSMOS_g
59971.052777777775	cadence	59971	Elias_S1_g
59971.10138888889	cadence	59971	Euclid_g
59972.052083333336	cadence	59972	XMM-LSS_g
59972.12013888889	cadence	59972	ECDFS_g
59972.2375	cadence	59972	COSMOS_g
59973.05138888889	cadence	59973	Elias_S1_g
59973.12777777778	cadence	59973	Euclid_g
59974.05138888889	pregap	59974	ECDFS_g
59974.100694444445	pregap	59974	Euclid_g
59974.22638888889	cadence	59974	COSMOS_g
59975.05069444444	cadence	59975	Elias_S1_g
59976.05	cadence	59976	ECDFS_g
59976.09930555556	cadence	59976	Euclid_g
59976.26875	cadence	59976	COSMOS_g
59977.049305555556	cadence	59977	Elias_S1_g
59977.3	pregap	59977	COSMOS_g
59978.04861111111	cadence	59978	ECDFS_g
59978.097916666666	cadence	59978	Euclid_g
59979.04791666667	cadence	59979	XMM-LSS_g
59979.22638888889	cadence	59979	COSMOS_g
59980.04722222222	cadence	59980	ECDFS_g
59980.09652777778	cadence	59980	Euclid_g
59981.21527777778	cadence	59981	COSMOS_g
59982.04583333333	cadence	59982	ECDFS_g
59982.09444444445	cadence	59982	Euclid_g
59983.04513888889	cadence	59983	XMM-LSS_g
59983.21388888889	cadence	59983	COSMOS_g
59984.044444444444	cadence	59984	ECDFS_g
59984.09375	cadence	59984	Euclid_g
59985.05347222222	cadence	59985	COSMOS_g
59986.05069444444	postgap	59986	COSMOS_g
59986.09930555556	cadence	59986	ECDFS_g
59987.04236111111	postgap	59987	ECDFS_g
59987.09166666667	cadence	59987	Euclid_g
59988.10138888889	cadence	59988	COSMOS_g
59989.040972222225	cadence	59989	ECDFS_g
59989.09027777778	postgap	59989	Euclid_g
59990.16388888889	cadence	59990	COSMOS_g
59991.03888888889	cadence	59991	ECDFS_g
59991.08819444444	cadence	59991	Euclid_g
59992.18263888889	cadence	59992	COSMOS_g
59993.0375	cadence	59993	ECDFS_g
59993.086805555555	cadence	59993	Euclid_g
59994.17638888889	cadence	59994	COSMOS_g
59995.03611111111	cadence	59995	ECDFS_g
59995.08541666667	cadence	59995	Euclid_g
59996.175	cadence	59996	COSMOS_g
59997.03402777778	cadence	59997	ECDFS_g
59997.083333333336	cadence	59997	Euclid_g
59998.16388888889	cadence	59998	COSMOS_g
59999.032638888886	cadence	59999	ECDFS_g
59999.08125	cadence	59999	Euclid_g
60000.16388888889	cadence	60000	COSMOS_g
60001.03055555555	cadence	60001	ECDFS_g
60001.07916666667	pregap	60001	Euclid_g
60002.029861111114	pregap	60002	ECDFS_g
60002.15277777778	cadence	60002	COSMOS_g
60003.02916666667	cadence	60003	Euclid_g
60004.02777777778	cadence	60004	ECDFS_g
60004.21388888889	cadence	60004	COSMOS_g
60005.027083333334	cadence	60005	Euclid_g
60006.02638888889	cadence	60006	ECDFS_g
60006.28888888889	pregap	60006	COSMOS_g
60007.02569444444	cadence	60007	Euclid_g
60008.024305555555	cadence	60008	ECDFS_g
60008.14513888889	cadence	60008	COSMOS_g
60009.02361111111	cadence	60009	Euclid_g
60010.02291666667	cadence	60010	ECDFS_g
60010.13263888889	cadence	60010	COSMOS_g
60012.020833333336	cadence	60012	ECDFS_g
60012.12152777778	cadence	60012	COSMOS_g
60013.02013888889	cadence	60013	Euclid_g
60014.01944444444	cadence	60014	COSMOS_g
60015.018055555556	postgap	60015	COSMOS_g
60016.01736111111	postgap	60016	ECDFS_g
60017.07013888889	cadence	60017	COSMOS_g
60018.01527777778	cadence	60018	ECDFS_g
60019.01458333333	postgap	60019	Euclid_g
60019.1125	cadence	60019	COSMOS_g
60020.01388888889	cadence	60020	ECDFS_g
60021.10138888889	cadence	60021	COSMOS_g
60022.01180555556	cadence	60022	ECDFS_g
60023.10138888889	cadence	60023	COSMOS_g
60024.010416666664	cadence	60024	ECDFS_g
60025.09027777778	cadence	60025	COSMOS_g
60026.00833333333	cadence	60026	ECDFS_g
60027.08888888889	cadence	60027	COSMOS_g
60028.006944444445	cadence	60028	ECDFS_g
60029.08125	cadence	60029	COSMOS_g
60031.11388888889	cadence	60031	COSMOS_g
60033.18402777778	pregap	60033	COSMOS_g
60035.07013888889	cadence	60035	COSMOS_g
60037.05	cadence	60037	COSMOS_g
60039.05	cadence	60039	COSMOS_g
60041.02777777778	cadence	60041	COSMOS_g
60042.99444444444	cadence	60043	COSMOS_g
60043.993055555555	postgap	60044	COSMOS_g
60046.03888888889	cadence	60046	COSMOS_g
60048.02777777778	cadence	60048	COSMOS_g
60050.02638888889	cadence	60050	COSMOS_g
60052.01875	cadence	60052	COSMOS_g
60054.00763888889	cadence	60054	COSMOS_g
60056.00763888889	cadence	60056	COSMOS_g
60058.00763888889	cadence	60058	COSMOS_g
60060.05	cadence	60060	COSMOS_g
60061.9875	pregap	60062	COSMOS_g
60063.97986111111	cadence	60064	COSMOS_g
60065.979166666664	cadence	60066	COSMOS_g
60067.97777777778	cadence	60068	COSMOS_g
60069.97708333333	cadence	60070	COSMOS_g
60071.975694444445	cadence	60072	COSMOS_g
60072.35555555556	cadence	60072	Elias_S1_g
60072.975694444445	postgap	60073	COSMOS_g
60074.35	cadence	60074	Elias_S1_g
60074.97430555556	cadence	60075	COSMOS_g
60076.36388888889	cadence	60076	Elias_S1_g
60076.97361111111	cadence	60077	COSMOS_g
60078.36388888889	cadence	60078	Elias_S1_g
60078.972916666666	cadence	60079	COSMOS_g
60080.36388888889	cadence	60080	Elias_S1_g
60080.97222222222	cadence	60081	COSMOS_g
60082.36388888889	cadence	60082	Elias_S1_g
60082.97152777778	cadence	60083	COSMOS_g
60084.36388888889	cadence	60084	Elias_S1_g
60084.97152777778	cadence	60085	COSMOS_g
60086.36388888889	cadence	60086	Elias_S1_g
60086.97083333333	cadence	60087	COSMOS_g
60088.37013888889	cadence	60088	Elias_S1_g
60088.970138888886	cadence	60089	COSMOS_g
60090.37013888889	cadence	60090	Elias_S1_g
60090.970138888886	pregap	60091	COSMOS_g
60092.37152777778	cadence	60092	Elias_S1_g
60092.96944444445	cadence	60093	COSMOS_g
60094.37152777778	cadence	60094	Elias_S1_g
60094.96944444445	cadence	60095	COSMOS_g
60096.37152777778	pregap	60096	Elias_S1_g
60096.96944444445	cadence	60097	COSMOS_g
60098.37152777778	cadence	60098	Elias_S1_g
60098.96875	cadence	60099	COSMOS_g
60100.37152777778	cadence	60100	Elias_S1_g
60100.96875	cadence	60101	COSMOS_g
60101.96875	pregap	60102	COSMOS_g
60102.37152777778	cadence	60102	Elias_S1_g
60109.96944444445	postgap	60110	COSMOS_g
60110.37152777778	postgap	60110	Elias_S1_g
60111.96944444445	cadence	60112	COSMOS_g
60112.37152777778	cadence	60112	Elias_S1_g
60113.37222222222	cadence	60113	XMM-LSS_g
60113.96944444445	cadence	60114	COSMOS_g
60114.37152777778	cadence	60114	Elias_S1_g
60115.36666666667	pregap	60115	XMM-LSS_g
60115.970138888886	cadence	60116	COSMOS_g
60116.37152777778	cadence	60116	Elias_S1_g
60117.37569444445	cadence	60117	ECDFS_g
60117.970138888886	cadence	60118	COSMOS_g
60118.37152777778	cadence	60118	Elias_S1_g
60119.37013888889	cadence	60119	ECDFS_g
60119.97083333333	cadence	60120	COSMOS_g
60120.37152777778	cadence	60120	Elias_S1_g
60121.364583333336	cadence	60121	ECDFS_g
60121.97083333333	cadence	60122	COSMOS_g
60122.37152777778	cadence	60122	Elias_S1_g
60123.35902777778	cadence	60123	ECDFS_g
60124.37152777778	cadence	60124	Elias_S1_g
60125.37152777778	pregap	60125	ECDFS_g
60126.37152777778	pregap	60126	Elias_S1_g
60127.37152777778	cadence	60127	ECDFS_g
60128.37152777778	cadence	60128	Elias_S1_g
60129.37152777778	cadence	60129	ECDFS_g
60130.37152777778	cadence	60130	Elias_S1_g
60131.322916666664	cadence	60131	XMM-LSS_g
60131.37152777778	cadence	60131	ECDFS_g
60132.37152777778	cadence	60132	Elias_S1_g
60133.31805555556	cadence	60133	XMM-LSS_g
60133.37152777778	cadence	60133	ECDFS_g
60134.37152777778	postgap	60134	Elias_S1_g
60135.32013888889	cadence	60135	XMM-LSS_g
60135.37152777778	cadence	60135	ECDFS_g
60136.37152777778	cadence	60136	Elias_S1_g
60137.32013888889	postgap	60137	XMM-LSS_g
60137.37152777778	postgap	60137	ECDFS_g
60138.37152777778	cadence	60138	Elias_S1_g
60139.32013888889	cadence	60139	XMM-LSS_g
60139.37152777778	cadence	60139	ECDFS_g
60140.37152777778	cadence	60140	Elias_S1_g
60141.32013888889	cadence	60141	XMM-LSS_g
60141.37152777778	cadence	60141	ECDFS_g
60142.37152777778	cadence	60142	Elias_S1_g
60143.32013888889	cadence	60143	XMM-LSS_g
60143.37152777778	cadence	60143	ECDFS_g
60144.37152777778	cadence	60144	Elias_S1_g
60145.32013888889	cadence	60145	XMM-LSS_g
60145.37152777778	cadence	60145	ECDFS_g
60146.37013888889	cadence	60146	Elias_S1_g
60147.32013888889	cadence	60147	XMM-LSS_g
60147.37152777778	cadence	60147	ECDFS_g
60148.36388888889	cadence	60148	Elias_S1_g
60149.32013888889	cadence	60149	XMM-LSS_g
60149.37152777778	cadence	60149	ECDFS_g
60150.3625	cadence	60150	Elias_S1_g
60151.32013888889	cadence	60151	XMM-LSS_g
60151.37152777778	cadence	60151	ECDFS_g
60152.35138888889	cadence	60152	Elias_S1_g
60153.32013888889	pregap	60153	XMM-LSS_g
60153.37152777778	pregap	60153	ECDFS_g
60154.260416666664	cadence	60154	Euclid_g
60154.3625	cadence	60154	Elias_S1_g
60155.27013888889	cadence	60155	XMM-LSS_g
60155.32013888889	cadence	60155	ECDFS_g
60155.37152777778	pregap	60155	Elias_S1_g
60156.322916666664	cadence	60156	Euclid_g
60157.32013888889	cadence	60157	ECDFS_g
60157.37152777778	cadence	60157	Elias_S1_g
60158.37152777778	cadence	60158	XMM-LSS_g
60159.30138888889	cadence	60159	ECDFS_g
60159.35138888889	cadence	60159	Elias_S1_g
60160.271527777775	cadence	60160	Euclid_g
60160.37152777778	cadence	60160	XMM-LSS_g
60161.27777777778	cadence	60161	ECDFS_g
60161.33125	cadence	60161	Elias_S1_g
60162.27777777778	cadence	60162	XMM-LSS_g
60162.33125	postgap	60162	Elias_S1_g
60163.271527777775	cadence	60163	Euclid_g
60163.37013888889	postgap	60163	ECDFS_g
60164.175	cadence	60164	Elias_S1_g
60164.36388888889	postgap	60164	XMM-LSS_g
60165.24513888889	cadence	60165	Euclid_g
60165.36388888889	cadence	60165	ECDFS_g
60166.26875	cadence	60166	Elias_S1_g
60166.36388888889	cadence	60166	XMM-LSS_g
60167.260416666664	cadence	60167	Euclid_g
60167.36388888889	cadence	60167	ECDFS_g
60168.30902777778	cadence	60168	Elias_S1_g
60168.36388888889	cadence	60168	XMM-LSS_g
60169.260416666664	cadence	60169	Euclid_g
60169.36388888889	cadence	60169	ECDFS_g
60170.30138888889	cadence	60170	Elias_S1_g
60170.36388888889	cadence	60170	XMM-LSS_g
60171.260416666664	cadence	60171	Euclid_g
60171.36388888889	cadence	60171	ECDFS_g
60172.3	cadence	60172	Elias_S1_g
60172.36388888889	cadence	60172	XMM-LSS_g
60173.260416666664	cadence	60173	Euclid_g
60173.36388888889	cadence	60173	ECDFS_g
60174.28888888889	cadence	60174	Elias_S1_g
60174.3625	cadence	60174	XMM-LSS_g
60175.260416666664	cadence	60175	Euclid_g
60175.3625	cadence	60175	ECDFS_g
60176.28888888889	cadence	60176	Elias_S1_g
60176.35138888889	cadence	60176	XMM-LSS_g
60177.25277777778	cadence	60177	Euclid_g
60177.35138888889	cadence	60177	ECDFS_g
60178.27777777778	cadence	60178	Elias_S1_g
60178.35138888889	cadence	60178	XMM-LSS_g
60179.25277777778	cadence	60179	Euclid_g
60179.35138888889	cadence	60179	ECDFS_g
60180.27638888889	cadence	60180	Elias_S1_g
60180.35138888889	cadence	60180	XMM-LSS_g
60181.25277777778	pregap	60181	Euclid_g
60181.35138888889	cadence	60181	ECDFS_g
60182.30902777778	cadence	60182	Elias_S1_g
60182.35833333333	cadence	60182	XMM-LSS_g
60183.197916666664	cadence	60183	Euclid_g
60183.30138888889	pregap	60183	XMM-LSS_g
60183.35138888889	pregap	60183	ECDFS_g
60184.35138888889	pregap	60184	Elias_S1_g
60185.197916666664	cadence	60185	Euclid_g
60185.30138888889	cadence	60185	XMM-LSS_g
60185.35138888889	cadence	60185	ECDFS_g
60186.27638888889	cadence	60186	Elias_S1_g
60187.30138888889	cadence	60187	XMM-LSS_g
60187.35138888889	cadence	60187	ECDFS_g
60188.27013888889	cadence	60188	Elias_S1_g
60189.197916666664	cadence	60189	Euclid_g
60189.30138888889	cadence	60189	XMM-LSS_g
60189.35138888889	cadence	60189	ECDFS_g
60190.24513888889	cadence	60190	Elias_S1_g
60191.05902777778	postgap	60191	Elias_S1_g
60191.197916666664	cadence	60191	Euclid_g
60191.30138888889	cadence	60191	XMM-LSS_g
60191.35138888889	cadence	60191	ECDFS_g
60192.34027777778	postgap	60192	ECDFS_g
60193.15277777778	cadence	60193	Elias_S1_g
60193.20208333333	postgap	60193	XMM-LSS_g
60193.30138888889	postgap	60193	Euclid_g
60194.22638888889	cadence	60194	ECDFS_g
60195.22638888889	cadence	60195	Elias_S1_g
60195.27569444444	cadence	60195	XMM-LSS_g
60196.229166666664	cadence	60196	Euclid_g
60196.33125	cadence	60196	ECDFS_g
60197.22638888889	cadence	60197	Elias_S1_g
60197.30138888889	cadence	60197	XMM-LSS_g
60198.240277777775	cadence	60198	Euclid_g
60198.34027777778	cadence	60198	ECDFS_g
60199.22638888889	cadence	60199	Elias_S1_g
60199.3	cadence	60199	XMM-LSS_g
60200.240277777775	cadence	60200	Euclid_g
60200.34027777778	cadence	60200	ECDFS_g
60201.21527777778	cadence	60201	Elias_S1_g
60201.28888888889	cadence	60201	XMM-LSS_g
60202.229166666664	cadence	60202	Euclid_g
60202.33263888889	cadence	60202	ECDFS_g
60203.21388888889	cadence	60203	Elias_S1_g
60203.28888888889	cadence	60203	XMM-LSS_g
60204.229166666664	cadence	60204	Euclid_g
60204.33125	cadence	60204	ECDFS_g
60205.20763888889	cadence	60205	Elias_S1_g
60205.27777777778	cadence	60205	XMM-LSS_g
60206.22152777778	cadence	60206	Euclid_g
60206.32013888889	cadence	60206	ECDFS_g
60207.20625	cadence	60207	Elias_S1_g
60207.27638888889	cadence	60207	XMM-LSS_g
60208.22152777778	cadence	60208	Euclid_g
60208.32013888889	cadence	60208	ECDFS_g
60209.22638888889	cadence	60209	Elias_S1_g
60209.27569444444	cadence	60209	XMM-LSS_g
60210.22152777778	pregap	60210	Euclid_g
60210.32013888889	cadence	60210	ECDFS_g
60211.24652777778	pregap	60211	XMM-LSS_g
60211.3	cadence	60211	Elias_S1_g
60212.177777777775	cadence	60212	Euclid_g
60212.27777777778	cadence	60212	ECDFS_g
60212.33263888889	pregap	60212	Elias_S1_g
60213.27013888889	cadence	60213	XMM-LSS_g
60213.32013888889	pregap	60213	ECDFS_g
60214.18402777778	cadence	60214	Elias_S1_g
60214.282638888886	cadence	60214	Euclid_g
60215.25763888889	cadence	60215	XMM-LSS_g
60215.32013888889	cadence	60215	ECDFS_g
60216.175	cadence	60216	Elias_S1_g
60216.27777777778	cadence	60216	Euclid_g
60217.24652777778	cadence	60217	XMM-LSS_g
60217.30763888889	cadence	60217	ECDFS_g
60218.175	cadence	60218	Elias_S1_g
60218.27777777778	cadence	60218	Euclid_g
60219.00763888889	postgap	60219	Elias_S1_g
60219.2375	cadence	60219	XMM-LSS_g
60219.3	cadence	60219	ECDFS_g
60220.27638888889	cadence	60220	Euclid_g
60221.10138888889	cadence	60221	Elias_S1_g
60221.15069444444	postgap	60221	ECDFS_g
60221.19930555556	cadence	60221	XMM-LSS_g
60221.271527777775	postgap	60221	Euclid_g
60222.14513888889	postgap	60222	XMM-LSS_g
60223.16388888889	cadence	60223	Elias_S1_g
60223.21319444444	cadence	60223	ECDFS_g
60223.26180555556	cadence	60223	Euclid_g
60224.21527777778	cadence	60224	XMM-LSS_g
60225.15277777778	cadence	60225	Elias_S1_g
60225.25763888889	cadence	60225	ECDFS_g
60226.12777777778	cadence	60226	Euclid_g
60226.22638888889	cadence	60226	XMM-LSS_g
60227.15138888889	cadence	60227	Elias_S1_g
60227.26875	cadence	60227	ECDFS_g
60228.21527777778	cadence	60228	XMM-LSS_g
60228.26458333333	cadence	60228	Euclid_g
60229.14375	cadence	60229	Elias_S1_g
60229.26875	cadence	60229	ECDFS_g
60230.21388888889	cadence	60230	XMM-LSS_g
60230.263194444444	cadence	60230	Euclid_g
60231.13263888889	cadence	60231	Elias_S1_g
60231.25763888889	cadence	60231	ECDFS_g
60232.20625	cadence	60232	XMM-LSS_g
60232.25555555556	cadence	60232	Euclid_g
60233.13263888889	cadence	60233	Elias_S1_g
60233.25763888889	cadence	60233	ECDFS_g
60234.20625	cadence	60234	XMM-LSS_g
60234.25555555556	cadence	60234	Euclid_g
60235.12152777778	cadence	60235	Elias_S1_g
60235.24652777778	cadence	60235	ECDFS_g
60236.19513888889	cadence	60236	XMM-LSS_g
60236.24444444444	cadence	60236	Euclid_g
60237.15277777778	cadence	60237	Elias_S1_g
60237.23888888889	cadence	60237	ECDFS_g
60238.115277777775	cadence	60238	Euclid_g
60238.21388888889	cadence	60238	XMM-LSS_g
60239.24513888889	cadence	60239	Elias_S1_g
60239.294444444444	cadence	60239	ECDFS_g
60240.177777777775	pregap	60240	Euclid_g
60240.27777777778	cadence	60240	XMM-LSS_g
60241.18402777778	pregap	60241	XMM-LSS_g
60241.2375	cadence	60241	ECDFS_g
60241.30138888889	pregap	60241	Elias_S1_g
60242.197916666664	cadence	60242	Euclid_g
60242.30138888889	pregap	60242	ECDFS_g
60243.10138888889	cadence	60243	Elias_S1_g
60243.18263888889	cadence	60243	XMM-LSS_g
60244.135416666664	cadence	60244	Euclid_g
60244.2375	cadence	60244	ECDFS_g
60245.08888888889	cadence	60245	Elias_S1_g
60245.18263888889	cadence	60245	XMM-LSS_g
60246.12777777778	cadence	60246	Euclid_g
60246.22638888889	cadence	60246	ECDFS_g
60247.020833333336	cadence	60247	Elias_S1_g
60247.16388888889	cadence	60247	XMM-LSS_g
60248.021527777775	postgap	60248	Elias_S1_g
60248.07013888889	cadence	60248	Euclid_g
60248.21527777778	cadence	60248	ECDFS_g
60249.05138888889	postgap	60249	ECDFS_g
60249.100694444445	cadence	60249	XMM-LSS_g
60250.02777777778	postgap	60250	XMM-LSS_g
60250.08263888889	cadence	60250	Elias_S1_g
60250.131944444445	postgap	60250	Euclid_g
60251.02777777778	pregap	60251	XMM-LSS_g
60251.08263888889	pregap	60251	Elias_S1_g
60251.13263888889	pregap	60251	ECDFS_g
